iter	Passed	Remaining
794	315	399
795	316	398
796	316	398
797	316	397
798	317	397
799	317	396
800	317	396
801	318	395
802	318	395
803	319	395
804	319	394
805	320	395
806	321	395
807	321	394
808	322	394
809	322	394
810	323	394
811	323	393
812	324	393
813	324	393
814	325	393
815	325	392
816	326	392
817	326	392
818	327	392
819	327	391
820	328	391
821	328	390
822	328	390
823	329	390
824	329	389
825	330	389
826	330	389
827	331	388
828	331	388
829	331	387
830	332	387
831	332	387
832	333	386
833	333	386
834	334	386
835	334	385
836	334	385
837	335	384
838	335	384
839	336	384
840	336	383
841	337	383
842	337	383
843	337	382
844	338	382
845	338	381
846	338	381
847	339	381
848	339	380
849	340	380
850	340	380
851	341	379
852	341	379
853	342	378
854	342	378
855	342	377
856	343	377
857	343	377
858	344	376
859	344	376
860	345	376
861	345	375
862	345	375
863	346	374
864	346	374
865	346	373
866	347	373
867	347	373
868	348	372
869	348	372
870	348	372
871	349	371
872	349	371
873	349	370
874	350	370
875	350	369
876	350	369
877	351	368
878	351	368
879	351	367
880	352	367
881	352	367
882	353	366
883	353	366
884	354	366
885	354	365
886	354	365
887	355	364
888	355	364
889	356	364
890	356	363
891	357	363
892	357	363
893	358	363
894	358	362
895	359	362
896	359	361
897	359	361
898	360	361
899	360	360
900	360	360
901	361	359
902	361	359
903	361	358
904	362	358
905	362	358
906	363	357
907	363	357
908	364	356
909	364	356
910	364	356
911	365	355
912	365	355
913	366	355
914	366	354
915	367	354
916	367	353
917	367	353
918	368	352
919	368	352
920	368	352
921	369	351
922	369	351
923	370	351
924	371	351
925	371	350
926	372	350
927	372	349
928	372	349
929	373	349
930	373	348
931	373	348
932	374	347
933	374	347
934	374	346
935	375	346
936	375	346
937	376	345
938	376	345
939	377	344
940	377	344
941	377	344
942	378	343
943	378	343
944	379	342
945	379	342
946	379	341
947	379	341
948	380	341
949	380	340
950	380	339
951	381	339
952	381	339
953	381	338
954	382	338
955	382	337
956	383	337
957	383	336
958	383	336
959	384	336
960	384	335
961	385	335
962	385	335
963	385	334
964	386	334
965	386	333
966	387	333
967	387	333
968	387	332
969	388	332
970	388	331
971	388	331
972	389	330
973	389	330
974	390	330
975	390	329
976	390	329
977	391	328
978	391	328
979	392	328
980	392	327
981	392	327
982	393	326
983	393	326
984	393	325
985	394	325
986	394	324
987	394	324
988	395	323
989	395	323
990	395	323
991	396	322
992	396	322
993	396	321
994	397	321
995	397	320
996	397	320
997	398	320
998	398	319
999	399	319
1000	399	318
1001	399	318
1002	400	318
1003	400	317
1004	401	317
1005	401	316
1006	401	316
1007	402	316
1008	402	315
1009	402	315
1010	403	314
1011	403	314
1012	404	313
1013	404	313
1014	404	313
1015	405	312
1016	405	312
1017	405	311
1018	406	311
1019	406	311
1020	407	310
1021	407	310
1022	408	310
1023	408	309
1024	409	309
1025	409	309
1026	410	308
1027	410	308
1028	410	307
1029	411	307
1030	411	307
1031	412	306
1032	412	306
1033	412	305
1034	413	305
1035	413	304
1036	413	304
1037	414	304
1038	414	303
1039	414	303
1040	415	302
1041	415	302
1042	416	302
1043	416	301
1044	417	301
1045	417	301
1046	418	300
1047	418	300
1048	418	299
1049	419	299
1050	419	298
1051	419	298
1052	420	298
1053	420	297
1054	421	297
1055	421	296
1056	421	296
1057	422	296
1058	422	295
1059	422	295
1060	423	294
1061	423	294
1062	424	294
1063	424	293
1064	424	293
1065	425	292
1066	425	292
1067	425	291
1068	426	291
1069	426	291
1070	426	290
1071	427	290
1072	427	289
1073	427	289
1074	428	288
1075	428	288
1076	429	288
1077	429	287
1078	429	287
1079	430	286
1080	430	286
1081	431	286
1082	431	285
1083	431	285
1084	431	284
1085	432	284
1086	432	283
1087	432	283
1088	433	282
1089	433	282
1090	433	281
1091	434	281
1092	434	281
1093	435	280
1094	435	280
1095	436	280
1096	436	279
1097	437	279
1098	437	279
1099	438	278
1100	438	278
1101	438	278
1102	439	277
1103	439	277
1104	440	276
1105	440	276
1106	440	275
1107	441	275
1108	441	275
1109	441	274
1110	442	274
1111	442	273
1112	443	273
1113	443	273
1114	443	272
1115	444	272
1116	444	272
1117	445	271
1118	445	271
1119	446	270
1120	446	270
1121	446	270
1122	447	269
1123	447	269
1124	447	268
1125	448	268
1126	448	267
1127	449	267
1128	449	267
1129	449	266
1130	449	266
1131	450	265
1132	450	265
1133	450	264
1134	450	264
1135	451	263
1136	452	263
1137	452	263
1138	452	262
1139	453	262
1140	453	262
1141	454	261
1142	454	261
1143	454	260
1144	455	260
1145	455	259
1146	455	259
1147	456	259
1148	456	258
1149	456	258
1150	457	257
1151	457	257
1152	458	257
1153	458	256
1154	459	256
1155	459	255
1156	459	255
1157	460	255
1158	460	254
1159	460	254
1160	461	253
1161	461	253
1162	461	252
1163	462	252
1164	462	252
1165	462	251
1166	463	251
1167	463	250
1168	464	250
1169	464	250
1170	464	249
1171	465	249
1172	465	248
1173	466	248
1174	466	248
1175	466	247
1176	467	247
1177	467	246
1178	468	246
1179	468	246
1180	469	245
1181	469	245
1182	469	245
1183	470	244
1184	470	244
1185	471	243
1186	471	243
1187	471	243
1188	472	242
1189	472	242
1190	473	241
1191	473	241
1192	474	241
1193	474	240
1194	475	240
1195	475	240
1196	475	239
1197	476	239
1198	476	238
1199	476	238
1200	477	237
1201	477	237
1202	477	237
1203	478	236
1204	478	236
1205	479	236
1206	479	235
1207	480	235
1208	480	234
1209	481	234
1210	481	234
1211	482	233
1212	482	233
1213	483	233
1214	483	232
1215	483	232
1216	484	231
1217	484	231
1218	484	231
1219	485	230
1220	485	230
1221	486	229
1222	486	229
1223	486	229
1224	487	228
1225	487	228
1226	487	227
1227	488	227
1228	488	226
1229	488	226
1230	489	226
1231	489	225
1232	490	225
1233	490	225
1234	491	224
1235	491	224
1236	491	223
1237	492	223
1238	492	222
1239	492	222
1240	493	222
1241	493	221
1242	494	221
1243	494	220
1244	494	220
1245	494	220
1246	495	219
1247	495	219
1248	495	218
1249	496	218
1250	496	217
1251	496	217
1252	497	217
1253	497	216
1254	498	216
1255	498	215
1256	498	215
1257	499	215
1258	499	214
1259	499	214
1260	500	213
1261	501	213
1262	501	213
1263	501	212
1264	502	212
1265	502	211
1266	502	211
1267	503	211
1268	503	210
1269	504	210
1270	504	209
1271	504	209
1272	505	209
1273	505	208
1274	506	208
1275	506	208
1276	507	207
1277	507	207
1278	507	206
1279	508	206
1280	508	206
1281	508	205
1282	509	205
1283	509	204
1284	510	204
1285	510	204
1286	510	203
1287	511	203
1288	511	202
1289	511	202
1290	512	202
1291	512	201
1292	513	201
1293	513	200
1294	514	200
1295	514	200
1296	515	199
1297	515	199
1298	516	199
1299	516	198
1300	516	198
1301	517	197
1302	517	197
1303	517	196
1304	518	196
1305	518	196
1306	519	195
1307	519	195
1308	519	194
1309	520	194
1310	520	194
1311	520	193
1312	521	193
1313	521	192
1314	521	192
1315	522	192
1316	522	191
1317	522	191
1318	523	190
1319	523	190
1320	523	189
1321	524	189
1322	525	189
1323	525	188
1324	526	188
1325	526	188
1326	526	187
1327	527	187
1328	527	187
1329	528	186
1330	528	186
1331	529	185
1332	529	185
1333	529	185
1334	530	184
1335	530	184
1336	530	183
1337	531	183
1338	531	182
1339	531	182
1340	532	182
1341	532	181
1342	533	181
1343	533	180
1344	533	180
1345	533	180
1346	534	179
1347	534	179
1348	534	178
1349	535	178
1350	535	177
1351	535	177
1352	536	177
1353	536	176
1354	536	176
1355	537	175
1356	537	175
1357	537	175
1358	538	174
1359	538	174
1360	539	173
1361	539	173
1362	540	173
1363	540	172
1364	540	172
1365	541	172
1366	541	171
1367	542	171
1368	542	170
1369	542	170
1370	543	169
1371	543	169
1372	543	169
1373	543	168
1374	544	168
1375	544	167
1376	545	167
1377	545	167
1378	546	166
1379	546	166
1380	547	166
1381	547	165
1382	548	165
1383	548	164
1384	548	164
1385	548	163
1386	549	163
1387	549	163
1388	550	162
1389	550	162
1390	550	161
1391	551	161
1392	551	161
1393	552	160
1394	552	160
1395	552	159
1396	553	159
1397	553	159
1398	553	158
1399	554	158
1400	554	157
1401	554	157
1402	555	157
1403	555	156
1404	555	156
1405	556	155
1406	556	155
1407	557	155
1408	557	154
1409	558	154
1410	558	154
1411	558	153
1412	559	153
1413	559	152
1414	560	152
1415	560	152
1416	560	151
1417	561	151
1418	561	150
1419	562	150
1420	562	150
1421	562	149
1422	563	149
1423	563	148
1424	564	148
1425	564	148
1426	565	147
1427	565	147
1428	565	146
1429	566	146
1430	566	146
1431	566	145
1432	567	145
1433	567	144
1434	567	144
1435	568	143
1436	568	143
1437	569	143
1438	569	142
1439	569	142
1440	570	142
1441	570	141
1442	571	141
1443	571	140
1444	571	140
1445	572	140
1446	572	139
1447	572	139
1448	573	138
1449	573	138
1450	573	138
1451	574	137
1452	574	137
1453	575	136
1454	575	136
1455	576	136
1456	576	135
1457	576	135
1458	577	134
1459	577	134
1460	577	134
1461	578	133
1462	578	133
1463	578	132
1464	579	132
1465	579	132
1466	579	131
1467	580	131
1468	580	130
1469	581	130
1470	581	130
1471	582	129
1472	582	129
1473	582	128
1474	583	128
1475	583	128
1476	583	127
1477	584	127
1478	584	126
1479	584	126
1480	584	126
1481	585	125
1482	585	125
1483	586	124
1484	586	124
1485	587	124
1486	587	123
1487	587	123
1488	588	122
1489	588	122
1490	588	122
1491	589	121
1492	589	121
1493	589	120
1494	590	120
1495	590	120
1496	591	119
1497	591	119
1498	592	118
1499	592	118
1500	593	118
1501	593	117
1502	594	117
1503	594	116
1504	594	116
1505	595	116
1506	595	115
1507	595	115
1508	596	114
1509	596	114
1510	596	114
1511	597	113
1512	597	113
1513	597	112
1514	598	112
1515	598	112
1516	599	111
1517	599	111
1518	599	110
1519	600	110
1520	600	110
1521	600	109
1522	601	109
1523	601	108
1524	602	108
1525	602	108
1526	602	107
1527	603	107
1528	603	106
1529	603	106
1530	604	106
1531	604	105
1532	605	105
1533	606	105
1534	606	104
1535	606	104
1536	607	103
1537	607	103
1538	607	103
1539	608	102
1540	608	102
1541	608	101
1542	609	101
1543	610	101
1544	611	100
1545	611	100
1546	611	100
1547	612	99
1548	612	99
1549	613	98
1550	613	98
1551	613	98
1552	614	97
1553	614	97
1554	614	96
1555	615	96
1556	615	96
1557	615	95
1558	616	95
1559	616	94
1560	616	94
1561	617	94
1562	617	93
1563	618	93
1564	618	92
1565	618	92
1566	619	92
1567	619	91
1568	620	91
1569	620	90
1570	620	90
1571	621	90
1572	621	89
1573	622	89
1574	622	88
1575	623	88
1576	623	88
1577	623	87
1578	624	87
1579	624	87
1580	625	86
1581	625	86
1582	626	85
1583	626	85
1584	627	85
1585	627	84
1586	628	84
1587	628	83
1588	629	83
1589	629	83
1590	630	82
1591	630	82
1592	631	81
1593	631	81
1594	631	81
1595	632	80
1596	632	80
1597	633	80
1598	633	79
1599	634	79
1600	634	78
1601	635	78
1602	635	78
1603	635	77
1604	636	77
1605	636	76
1606	637	76
1607	637	76
1608	637	75
1609	638	75
1610	638	74
1611	639	74
1612	639	74
1613	639	73
1614	640	73
1615	641	73
1616	641	72
1617	641	72
1618	642	71
1619	642	71
1620	642	70
1621	643	70
1622	643	70
1623	643	69
1624	644	69
1625	644	68
1626	644	68
1627	645	68
1628	645	67
1629	646	67
1630	646	66
1631	647	66
1632	647	66
1633	648	65
1634	649	65
1635	649	65
1636	649	64
1637	650	64
1638	650	63
1639	651	63
1640	651	63
1641	652	62
1642	652	62
1643	653	61
1644	653	61
1645	653	61
1646	654	60
1647	654	60
1648	655	59
1649	655	59
1650	656	59
1651	656	58
1652	657	58
1653	657	58
1654	658	57
1655	658	57
1656	658	56
1657	659	56
1658	659	56
1659	660	55
1660	660	55
1661	661	54
1662	661	54
1663	661	54
1664	662	53
1665	662	53
1666	662	52
1667	663	52
1668	663	52
1669	664	51
1670	664	51
1671	665	50
1672	665	50
1673	666	50
1674	666	49
1675	667	49
1676	667	48
1677	667	48
1678	668	48
1679	668	47
1680	669	47
1681	669	46
1682	670	46
1683	670	46
1684	671	45
1685	671	45
1686	672	45
1687	672	44
1688	672	44
1689	673	43
1690	673	43
1691	674	43
1692	674	42
1693	674	42
1694	675	41
1695	675	41
1696	675	41
1697	676	40
1698	676	40
1699	676	39
1700	677	39
1701	677	39
1702	678	38
1703	678	38
1704	679	37
1705	679	37
1706	679	37
1707	680	36
1708	680	36
1709	680	35
1710	681	35
1711	681	35
1712	682	34
1713	682	34
1714	682	33
1715	683	33
1716	683	33
1717	684	32
1718	684	32
1719	684	31
1720	685	31
1721	685	31
1722	685	30
1723	685	30
1724	686	29
1725	686	29
1726	687	29
1727	687	28
1728	688	28
1729	688	27
1730	688	27
1731	689	27
1732	689	26
1733	690	26
1734	690	25
1735	691	25
1736	691	25
1737	691	24
1738	692	24
1739	692	23
1740	692	23
1741	693	23
1742	693	22
1743	694	22
1744	694	21
1745	694	21
1746	695	21
1747	695	20
1748	696	20
1749	696	19
1750	697	19
1751	697	19
1752	698	18
1753	698	18
1754	698	17
1755	699	17
1756	699	17
1757	699	16
1758	700	16
1759	700	15
1760	700	15
1761	701	15
1762	701	14
1763	702	14
1764	702	13
1765	702	13
1766	703	13
1767	703	12
1768	703	12
1769	704	11
1770	704	11
1771	705	11
1772	705	10
1773	705	10
1774	706	9
1775	706	9
1776	707	9
1777	707	8
1778	708	8
1779	708	7
1780	708	7
1781	709	7
1782	709	6
1783	710	6
1784	710	5
1785	710	5
1786	711	5
1787	711	4
1788	711	4
1789	712	3
1790	712	3
1791	713	3
1792	713	2
1793	713	2
1794	714	1
1795	714	1
1796	715	1
1797	715	0
1798	716	0
1799	716	0
