iter	MAPE	RMSE
134	1.868615913	74.51467188
135	1.869919963	74.40589309
136	1.861426436	74.2543284
137	1.847529064	73.71240484
138	1.846285983	73.57224761
139	1.830280502	73.08876038
140	1.817856701	72.80949308
141	1.807642498	72.28908809
142	1.804803502	72.19190398
143	1.783728694	71.77012979
144	1.776372576	71.07799388
145	1.758645324	70.68896303
146	1.752657364	70.2699051
147	1.749304337	70.17232961
148	1.738719273	69.93647579
149	1.718770233	69.38026802
150	1.705802597	69.12185174
151	1.699502869	68.49819627
152	1.700817723	68.32182423
153	1.679323586	67.44058645
154	1.673506658	67.07836506
155	1.668771668	66.64473192
156	1.657690982	66.26328047
157	1.654626635	65.96951436
158	1.636573035	65.46902631
159	1.637456426	65.39455656
160	1.634867888	65.31290094
161	1.617567205	64.84098936
162	1.615631486	64.73542464
163	1.614195792	64.6670971
164	1.611024416	64.28738368
165	1.597291236	63.8466661
166	1.595906911	63.56460443
167	1.579172559	63.04166896
168	1.578982798	62.96463951
169	1.579694899	62.85179978
170	1.579068235	62.75651711
171	1.575835806	62.54109604
172	1.571935185	62.11906422
173	1.56872904	61.92166156
174	1.561788596	61.44754502
175	1.559382475	61.38094413
176	1.55782645	61.27601778
177	1.533776511	60.54262711
178	1.524768921	60.11331258
179	1.516544232	59.95026371
180	1.509059236	59.70396577
181	1.504484028	59.44477467
182	1.502052161	59.38357305
183	1.501068406	59.34231712
184	1.49214207	59.01602764
185	1.48433622	58.75279668
186	1.48096718	58.55908137
187	1.480657715	58.50961316
188	1.468981132	58.15965603
189	1.45130417	57.4471403
190	1.44908674	57.28574225
191	1.444234689	56.82498344
192	1.44381807	56.75496139
193	1.443535194	56.5831983
194	1.439505088	56.35983582
195	1.430245648	56.02085196
196	1.429554238	55.84432416
197	1.425277731	55.67682847
198	1.418212655	55.30945346
199	1.416932919	55.17948647
200	1.415395728	55.09933271
201	1.410743149	54.78888379
202	1.40711171	54.61498586
203	1.396563635	54.345574
204	1.393518476	54.20942261
205	1.378279213	53.61542467
206	1.368583399	53.35758166
207	1.357549017	53.14032983
208	1.35598067	53.10545483
209	1.351753123	52.92664322
210	1.348248157	52.57133722
211	1.338868621	52.24941158
212	1.332805321	51.91259448
213	1.320782483	51.44151169
214	1.316824275	51.32556256
215	1.303201486	50.81175738
216	1.296998597	50.51581164
217	1.290119414	50.256887
218	1.284985618	49.92474053
219	1.275944154	49.5705133
220	1.272639914	49.26098816
221	1.261389824	49.09621107
222	1.252167714	48.72510929
223	1.240398768	48.51475548
224	1.238450292	48.27536485
225	1.232153396	47.99374154
226	1.228510226	47.86225489
227	1.219469462	47.55712911
228	1.208627109	47.13900873
229	1.198391366	46.90290278
230	1.196156773	46.80502925
231	1.18153143	46.40501992
232	1.17540872	46.22224551
233	1.172422877	45.99454179
234	1.1674998	45.762559
235	1.15165001	45.60944909
236	1.145523341	45.42327258
237	1.137919368	45.30886134
238	1.132059907	45.03130677
239	1.127547847	44.88956907
240	1.120218855	44.78351853
241	1.118090075	44.5798376
242	1.118634615	44.49576374
243	1.111045946	44.36298695
244	1.1067027	44.24412875
245	1.104200845	44.02962051
246	1.097378887	43.86213234
247	1.090396948	43.75612363
248	1.076936894	43.45459015
249	1.077891066	43.41450535
250	1.06884586	43.26002921
251	1.066819974	43.03924102
252	1.057669436	42.88262262
253	1.05714393	42.68836701
254	1.050065096	42.31610456
255	1.043015603	42.05767574
256	1.041226295	41.9095476
257	1.036460137	41.65673878
258	1.031304015	41.47365253
259	1.020072593	41.29446164
260	1.011677565	41.11335927
261	1.010229897	40.88271433
262	1.003136867	40.75858511
263	0.9964602969	40.56373176
264	0.9909258094	40.46608929
265	0.9890838237	40.30004563
266	0.9859954842	40.06366911
267	0.9824143969	39.97465876
268	0.979325666	39.87297916
269	0.9746406035	39.7515128
270	0.9713379459	39.66340585
271	0.9641056591	39.49944429
272	0.9645334575	39.4299889
273	0.9638344199	39.38469842
274	0.9615952259	39.26777446
275	0.9588257411	39.01277174
276	0.9520243014	38.79900428
277	0.9505512316	38.68692001
278	0.9469275704	38.49940447
279	0.9464448511	38.37971806
280	0.941797964	38.24666407
281	0.9404848603	38.15495997
282	0.9398172326	37.99474751
283	0.9354048188	37.91629884
284	0.9343559695	37.70506352
285	0.9340998498	37.68812531
286	0.9340081173	37.527014
287	0.9267877685	37.27018422
288	0.9270979812	37.13439542
289	0.9254829287	36.96473898
290	0.9236193415	36.8217404
291	0.9172539041	36.66093815
292	0.9158384004	36.59839441
293	0.9127594006	36.51384766
294	0.910372121	36.42161199
295	0.9029162764	36.33160194
296	0.9034006966	36.16420825
297	0.9011067458	36.08780154
298	0.8973195826	35.92146374
299	0.8966949022	35.80745145
300	0.8939099985	35.6947794
301	0.8953956911	35.5433715
302	0.8970713484	35.50777704
303	0.8957369453	35.45868346
304	0.8882485546	35.35912215
305	0.8877180741	35.34680706
306	0.8844480851	35.28981045
307	0.8787619806	35.24322046
308	0.8785275864	35.20243302
309	0.8729641604	35.03377521
310	0.8729022323	34.99958092
311	0.870452631	34.8048938
312	0.8683381891	34.64147794
313	0.8683682392	34.53917439
314	0.8609451347	34.47706025
315	0.8578262959	34.41149292
316	0.8581867575	34.30190214
317	0.8537112487	34.16293623
318	0.8506830004	34.06681085
319	0.8473480061	33.99179378
320	0.8433042274	33.90068325
321	0.8420408281	33.75730969
322	0.8419280807	33.64343835
323	0.838685106	33.58940175
324	0.8372837053	33.54627997
325	0.8352502989	33.43886272
326	0.8346787656	33.28015124
327	0.8317834272	33.10301129
328	0.8324064238	33.00230631
329	0.8289629188	32.79186084
330	0.8264993066	32.61929643
331	0.8263465419	32.6011467
332	0.8265327655	32.45831173
333	0.8214911715	32.25269953
334	0.8174324837	32.12393451
335	0.8179637008	32.06452583
336	0.8149616632	31.89755217
337	0.8089681208	31.70163673
338	0.8053002867	31.61907588
339	0.8063486772	31.46061343
340	0.8027212018	31.34712185
341	0.8022775562	31.29355719
342	0.8005936353	31.25299941
343	0.7972986079	31.20761302
344	0.792574516	31.0722948
345	0.7921215558	30.93527462
346	0.7893185609	30.83701275
347	0.7864081544	30.71491944
348	0.7848328621	30.58938673
349	0.7848978376	30.48219977
350	0.7830299817	30.40237977
351	0.7801128605	30.20415331
352	0.7770137784	30.13285863
353	0.7743198595	30.08470341
354	0.7721312675	30.02936464
355	0.7722107938	29.92247649
356	0.7702250085	29.82525506
357	0.7650585215	29.66028075
358	0.7614244158	29.58150553
359	0.7609558889	29.45729369
360	0.7574976482	29.33273815
361	0.757996195	29.23692258
362	0.750677397	29.04295869
363	0.7505074644	29.03257734
364	0.7493330308	28.87799601
365	0.7464265881	28.8333673
366	0.7459997915	28.77143918
367	0.7429878061	28.74305133
368	0.7420540208	28.6104052
369	0.7401271661	28.47249743
370	0.7390777275	28.39191198
371	0.7357150665	28.27820005
372	0.7314283689	28.13247672
373	0.726549434	28.0139132
374	0.7258004513	27.96841484
375	0.7239139252	27.87014456
376	0.7208854711	27.78140723
377	0.7197666713	27.70537672
378	0.7135838873	27.59187703
379	0.7125088712	27.53217514
380	0.7126438832	27.47297954
381	0.7106094415	27.43471835
382	0.7074226064	27.39647386
383	0.7049243511	27.30743502
384	0.7019627179	27.21369205
385	0.7024408505	27.16008156
386	0.6985312749	26.94019949
387	0.6964570436	26.79772343
388	0.6932708691	26.65679333
389	0.691684357	26.51894855
390	0.6901202297	26.45915133
391	0.6865929934	26.36041485
392	0.6862245658	26.28239757
393	0.6843630134	26.25776895
394	0.680899643	26.19000233
395	0.67845101	26.15428119
396	0.6770232999	26.04028062
397	0.6725924787	25.90387612
398	0.6735808531	25.83299619
399	0.6730594105	25.73692579
400	0.6664779731	25.62165731
401	0.6662785351	25.55945972
402	0.6655081017	25.4287519
403	0.659267647	25.27373665
404	0.6570105305	25.23701564
405	0.6513851483	25.14431567
406	0.6509171669	25.10349703
407	0.6467228625	24.99819377
408	0.6464182057	24.89477638
409	0.6452514855	24.78565468
410	0.6454761974	24.73864814
411	0.6443877576	24.68604056
412	0.6446358995	24.64284618
413	0.6435168885	24.6159246
414	0.6422569823	24.60219318
415	0.6370630813	24.47117867
416	0.6336166937	24.38316453
417	0.6305166701	24.34492862
418	0.6256580621	24.21255665
419	0.6258298074	24.14611754
420	0.6225624221	23.98050405
421	0.6219547925	23.92235754
422	0.6219936626	23.88083022
423	0.6208099	23.77674267
424	0.6163518328	23.72213994
425	0.615285236	23.59657454
426	0.6138349708	23.53900829
427	0.6103035401	23.43818241
428	0.6118607786	23.39828557
429	0.6122063162	23.39458671
430	0.6088014088	23.3050586
431	0.6091565576	23.21392734
432	0.6065121164	23.17384308
433	0.605268019	23.07709119
434	0.6017338789	23.00530902
435	0.6005224751	22.914419
436	0.5998813133	22.85683393
437	0.597178393	22.83074968
438	0.5973469147	22.80009235
439	0.5931189554	22.69476951
440	0.5921711524	22.64385139
441	0.5939802386	22.55922467
442	0.5900588133	22.4529003
443	0.5888158525	22.42677651
444	0.5852712788	22.38726422
445	0.582583751	22.29275561
446	0.5822261426	22.25030463
447	0.5804801859	22.21409068
448	0.5797001621	22.19936412
449	0.5776279642	22.15123169
450	0.5777026927	22.09849894
451	0.5782769233	22.05075895
452	0.5769748675	22.02637067
453	0.5754002895	21.98459517
454	0.5738966597	21.92864042
455	0.5697518991	21.83284991
456	0.5690476894	21.80480538
457	0.5676485451	21.73464839
458	0.5658889879	21.6942514
459	0.5642268889	21.64455026
460	0.5644251389	21.5883499
461	0.5604509981	21.50063612
462	0.5596805122	21.40005896
463	0.5575690625	21.33285427
464	0.5551455826	21.21071432
465	0.5535243151	21.14647083
466	0.5528871639	21.07510793
467	0.5512885116	21.03341137
468	0.5514607321	20.97506342
469	0.5499660606	20.94966853
470	0.5492055383	20.87191645
471	0.5486904333	20.78253461
472	0.5482294744	20.72588519
473	0.5481978133	20.71326393
474	0.5461895598	20.68970523
475	0.5449325091	20.59945082
476	0.5411740699	20.53232132
477	0.539348783	20.50707279
478	0.5387296205	20.47612888
479	0.5363063328	20.43555647
480	0.5361011313	20.42915823
481	0.5339459847	20.30830678
482	0.5322241266	20.2799772
483	0.5290852036	20.2284337
484	0.530000655	20.20795704
485	0.5284313568	20.13954103
486	0.526737635	20.10952279
487	0.5253743953	20.03352526
488	0.5237155095	20.01510687
489	0.5236597413	19.98939941
490	0.5201492487	19.95026257
491	0.5164703941	19.89144801
492	0.513756433	19.79134361
493	0.5115206439	19.72613837
494	0.5069395079	19.63241642
495	0.5062467269	19.57789482
496	0.5040630489	19.46191531
497	0.5028735765	19.39390921
498	0.5035073692	19.38151059
499	0.5040292871	19.33421732
500	0.5024788765	19.28228472
501	0.5011829522	19.2538353
502	0.4992427206	19.19171457
503	0.4982149545	19.17920171
504	0.4976877813	19.16275412
505	0.4961972738	19.08515493
506	0.4942229412	19.01710151
507	0.4913722077	18.90366036
508	0.4903463375	18.8592356
509	0.4894774035	18.77738958
510	0.4897727179	18.69859171
511	0.4872244754	18.66920721
512	0.4829646075	18.52994618
513	0.4800179594	18.43941227
514	0.4785214308	18.39283552
515	0.4780791854	18.33971188
516	0.4768436095	18.31132919
517	0.475965587	18.25379665
518	0.4752449185	18.23818238
519	0.4741144748	18.2163486
520	0.4705033988	18.11406195
521	0.469063667	18.09852403
522	0.4685965267	18.04308308
523	0.4672412656	18.0178119
524	0.4664254364	17.99936399
525	0.4654374512	17.92859491
526	0.4640590067	17.79419561
527	0.4620439984	17.74090461
528	0.4606439374	17.67375072
529	0.4598009695	17.63950265
530	0.4578820413	17.58364841
531	0.4575062251	17.52882327
532	0.4562465216	17.49194194
533	0.4543608962	17.43744984
534	0.4524834745	17.39144413
535	0.4499089319	17.29710733
536	0.449017687	17.23844676
537	0.4473292708	17.17739892
538	0.4462624544	17.1482078
539	0.4446691523	17.07582782
540	0.4433370389	17.01316526
541	0.4433152405	16.9788188
542	0.4398494203	16.91035936
543	0.4394547131	16.87369377
544	0.4387915355	16.8151064
545	0.4368681901	16.738042
546	0.4361895053	16.71212384
547	0.4351932133	16.66759359
548	0.4341395102	16.61681749
549	0.4340135263	16.59607494
550	0.4326403769	16.56500627
551	0.4338404491	16.54023721
552	0.4333983287	16.48040961
553	0.4326856285	16.43598025
554	0.431359682	16.39387019
555	0.429968193	16.34872956
556	0.4275924879	16.25574942
557	0.4252870967	16.16794528
558	0.4250428806	16.15920034
559	0.4247517975	16.08863543
560	0.4230947484	16.04569638
561	0.4209819296	15.99305756
562	0.4200122299	15.97644336
563	0.4169960575	15.9180999
564	0.4168342395	15.89275794
565	0.4155879967	15.87569648
566	0.4163250658	15.84813018
567	0.4156966227	15.83456193
568	0.4141725414	15.79356555
569	0.4132006617	15.75743345
570	0.4117865615	15.71761042
571	0.4107425273	15.69806007
572	0.4093456766	15.6607135
573	0.4097648613	15.63782737
574	0.4094492509	15.62468301
575	0.4084299627	15.60063074
576	0.4070809747	15.57502374
577	0.4064023416	15.55343409
578	0.4051510991	15.52460954
579	0.4037493672	15.4657694
580	0.4012885586	15.41978499
581	0.4003899568	15.40308371
582	0.4006347975	15.36889152
583	0.4001979792	15.35183008
584	0.3998662926	15.30509207
585	0.4000156147	15.29687856
586	0.3989566615	15.21855984
587	0.3987969827	15.18802672
588	0.398553891	15.16841232
589	0.3963675381	15.11427064
590	0.395369183	15.07972227
591	0.392504961	14.99548724
592	0.3897325895	14.92666392
593	0.3882905964	14.88655413
594	0.3866336068	14.83906426
595	0.3855519837	14.82225896
596	0.3850337969	14.80474281
597	0.3844755515	14.74364222
598	0.3829216955	14.68788452
599	0.3825804004	14.66346776
600	0.3815302138	14.64933425
601	0.3810137939	14.60549567
602	0.381380917	14.57951479
603	0.3798236265	14.54950535
604	0.3788557162	14.52646786
605	0.3791946029	14.45729128
606	0.3782140037	14.41182138
607	0.3787052321	14.38159406
608	0.3788153756	14.35949032
609	0.3767846127	14.30779039
610	0.3755711132	14.25303593
611	0.3749184743	14.21241544
612	0.374357097	14.17918443
613	0.372647106	14.13921518
614	0.3732158686	14.10598968
615	0.3718971655	14.03442894
616	0.3718767989	14.00394247
617	0.3709857615	13.97821256
618	0.3699253365	13.96138911
619	0.3683922397	13.93088311
620	0.367609362	13.910382
621	0.367630188	13.87663659
622	0.3664936824	13.81520992
623	0.3651261519	13.77764313
624	0.3645386793	13.73355447
625	0.3637692999	13.69255498
626	0.363009149	13.623964
627	0.3619619548	13.61090245
628	0.3617238544	13.57808848
629	0.3615776221	13.54481314
630	0.3608915633	13.53321709
631	0.3599076422	13.48987962
632	0.3591556351	13.44763338
633	0.3585950625	13.41025479
634	0.3570827906	13.37049774
635	0.3561982403	13.35583625
636	0.3546722513	13.3135267
637	0.3534661373	13.28644937
638	0.3514529184	13.24602903
639	0.3495907659	13.2247737
640	0.3495012847	13.19935644
641	0.349615824	13.17280902
642	0.3492155257	13.15582685
643	0.3486049655	13.11221293
644	0.3483182972	13.10007908
645	0.347221439	13.07829075
646	0.3466147513	13.06979629
647	0.3460279481	13.05907116
648	0.3454633565	13.05214784
649	0.3449139466	13.03106291
650	0.3414550153	12.99073104
651	0.340922294	12.94253132
652	0.3402179114	12.92882835
653	0.3391528502	12.8908327
654	0.3388413791	12.87855227
655	0.3379509781	12.86104367
656	0.3360311503	12.81223765
657	0.3360550157	12.79791728
658	0.3366273386	12.78335381
659	0.3358468158	12.76904596
660	0.3350099136	12.75614042
661	0.3331482269	12.70627801
662	0.3312101575	12.65859361
663	0.3309268402	12.64585587
664	0.3298542885	12.63159937
665	0.3290971594	12.61353453
666	0.3271334246	12.57720925
667	0.3269340591	12.55183089
668	0.3269068102	12.52397031
669	0.326602944	12.5117144
670	0.3247693529	12.44050441
671	0.3233974502	12.39001373
672	0.3227681733	12.34536987
673	0.3221848862	12.33462926
674	0.3205860844	12.2832476
675	0.3209256939	12.22912765
676	0.319821459	12.20441023
677	0.3197655368	12.14897714
678	0.3187939818	12.11386332
679	0.3179102997	12.09398354
680	0.317814776	12.0619215
681	0.3170023933	12.01699588
682	0.3158473715	11.96402418
683	0.3144092864	11.91767098
684	0.3141050104	11.8797406
685	0.3138465337	11.83963463
686	0.3131735668	11.82793098
687	0.3118997746	11.79047834
688	0.3099777025	11.75969634
689	0.3091791193	11.74914243
690	0.307769732	11.69115422
691	0.3064457219	11.645701
692	0.3052373881	11.6266501
693	0.3048329118	11.60785044
694	0.3051259157	11.58224134
695	0.3046522127	11.56456737
696	0.3026534507	11.51955259
697	0.3011048161	11.49088752
698	0.3005716178	11.46530217
699	0.3006274826	11.43985937
700	0.2989148937	11.40052174
701	0.2988527489	11.3815598
702	0.2981423844	11.35390408
703	0.2978357854	11.31682998
704	0.2963989638	11.27502196
705	0.2962575771	11.22113969
706	0.2954890958	11.19819672
707	0.2945087578	11.18621133
708	0.2945667681	11.15444421
709	0.2937568979	11.13401439
710	0.2934689303	11.12883512
711	0.2928276665	11.07266541
712	0.2921431856	11.05085879
713	0.2910956953	11.03621686
714	0.2899896637	11.01097695
715	0.2894745572	10.95023704
716	0.2895611254	10.93267303
717	0.28909723	10.89243136
718	0.2890251558	10.85478295
719	0.286615681	10.81745965
720	0.286738308	10.79397495
721	0.2862978185	10.74014296
722	0.2855421001	10.71540855
723	0.2845302413	10.69174892
724	0.2838785379	10.6586774
725	0.2838203026	10.61597978
726	0.2832242794	10.60245205
727	0.2823177914	10.57100725
728	0.2814914629	10.54082032
729	0.2811302851	10.51059111
730	0.2807771333	10.4864614
731	0.2802654657	10.46783157
732	0.2796236219	10.45808033
733	0.2789123998	10.44322927
734	0.2784092803	10.41261165
735	0.2777350396	10.3398003
736	0.2770128642	10.32372604
737	0.276454496	10.30954496
738	0.2764415191	10.29652965
739	0.2759243829	10.2630266
740	0.2758182848	10.23894817
741	0.274922352	10.2255303
742	0.2747089936	10.18848178
743	0.2740274383	10.16421753
744	0.2722227422	10.1318592
745	0.2715175183	10.11303282
746	0.2698932018	10.09048557
747	0.2691296175	10.06127068
748	0.2686065509	10.00166501
749	0.2681403384	9.988912256
750	0.2672713233	9.953115335
751	0.2670801757	9.908979679
752	0.2669931006	9.889453753
753	0.2657098946	9.874480264
754	0.2656167543	9.857285633
755	0.2645015598	9.828207888
756	0.2637426678	9.806585978
757	0.2627211191	9.786358064
758	0.2621184606	9.769486059
759	0.2615190455	9.737614652
760	0.2616347444	9.715620013
761	0.2614614046	9.69367246
762	0.2604492976	9.683433902
763	0.2603895745	9.660845133
764	0.2599589943	9.650777104
765	0.2602610673	9.633747772
766	0.2606758015	9.625523835
767	0.260034016	9.591104285
768	0.258780698	9.560894723
769	0.259012097	9.544636558
770	0.2577031376	9.529925612
771	0.257021484	9.512789114
772	0.2569608452	9.487944584
773	0.2556367996	9.432126302
774	0.2555946953	9.417256999
775	0.2542879605	9.38152006
776	0.2536558749	9.363333132
777	0.2522396243	9.316135526
778	0.2515549398	9.287729904
779	0.2513538939	9.265377336
780	0.2507766462	9.254472589
781	0.2504944031	9.235349552
782	0.2495687017	9.19157038
783	0.248531003	9.183841871
784	0.2481251682	9.160693833
785	0.2474306754	9.144404235
786	0.2469840303	9.136153487
787	0.2469374261	9.127908711
788	0.24687652	9.121659399
789	0.2465001528	9.08911871
790	0.2458764155	9.065230193
791	0.24567523	9.046707989
792	0.2447540761	9.009990152
793	0.2443066913	8.999333666
794	0.2435670245	8.975149035
795	0.2423646573	8.925120542
796	0.2421693249	8.897495492
797	0.2418991494	8.889006534
798	0.241191214	8.873260766
799	0.2397522807	8.837364016
800	0.2387015272	8.817485775
801	0.2382111514	8.806543794
802	0.2380382879	8.794515504
803	0.2368542127	8.764613877
804	0.2372267036	8.750618294
805	0.2367358039	8.715745971
806	0.2366498326	8.698880469
807	0.2354367741	8.680849981
808	0.2356926276	8.636648527
809	0.2357337792	8.618736093
810	0.2343828873	8.590106138
811	0.2342135142	8.567712752
812	0.2340567077	8.560736548
813	0.2338969059	8.548708323
814	0.2331656534	8.521584348
815	0.2326359363	8.514921389
816	0.2327354687	8.513216086
817	0.2316612002	8.482856971
818	0.2311681209	8.467899461
819	0.2315698105	8.437081834
820	0.2311413849	8.419467353
821	0.2308645368	8.41241742
822	0.2305367737	8.398539633
823	0.2290241927	8.373383395
824	0.228579345	8.367991579
825	0.2279747851	8.356277383
826	0.2268846916	8.331152595
827	0.226507646	8.319954503
828	0.2255746569	8.280312758
829	0.2254876907	8.27118835
830	0.2257523351	8.256356283
831	0.2258424723	8.242336425
832	0.2249887075	8.220687167
833	0.2251764845	8.201898278
834	0.2247635878	8.177991658
835	0.2245898465	8.147235488
836	0.2247382448	8.130904895
837	0.2241425123	8.099271927
838	0.2233751865	8.076600053
839	0.2234743586	8.064388657
840	0.2229882676	8.033217876
841	0.2229051027	8.009006017
842	0.2225419183	7.994937204
843	0.2221232035	7.981448795
844	0.2217151648	7.9754728
845	0.2214549398	7.959024572
846	0.2211265535	7.952243211
847	0.2209484183	7.938201236
848	0.2206672975	7.923091976
849	0.2192429103	7.897237724
850	0.2192166749	7.885340859
851	0.2196199602	7.873668196
852	0.2193034124	7.849794603
853	0.2191301467	7.840813187
854	0.219473386	7.816755026
855	0.2190228072	7.802370915
856	0.2186506955	7.786013442
857	0.2183608702	7.777001344
858	0.2183060739	7.758853463
859	0.2174971285	7.719459104
860	0.2165373624	7.67958423
861	0.2162681292	7.660369491
862	0.2155809564	7.632833969
863	0.2153503544	7.612394813
864	0.2152331906	7.604918945
865	0.2146189822	7.58386863
866	0.2147481799	7.570599557
867	0.2140322011	7.538674223
868	0.2130457441	7.514662676
869	0.2124212093	7.503654568
870	0.2117929057	7.492709176
871	0.211664648	7.475448175
872	0.2113350193	7.461058702
873	0.2111857054	7.433658902
874	0.2111275233	7.418032735
875	0.2105489914	7.396427428
876	0.2104339796	7.378451657
877	0.2095437268	7.365932429
878	0.2094576726	7.348886367
879	0.2089173594	7.330745564
880	0.2084105797	7.313969794
881	0.2080403805	7.282759533
882	0.2077125597	7.277796645
883	0.2068744606	7.269732622
884	0.2062942759	7.256542331
885	0.206101284	7.216992796
886	0.2056796249	7.212200164
887	0.205131542	7.173932532
888	0.2051328896	7.157962929
889	0.204671389	7.125339065
890	0.204499337	7.118657164
891	0.2043404753	7.107073566
892	0.2041477069	7.097961259
893	0.2035818225	7.074743933
894	0.2027616137	7.06678409
895	0.2018216709	7.041584849
896	0.2018432083	7.029208224
897	0.2018402989	7.019615629
898	0.2016983439	7.007844867
899	0.2012087899	6.991191614
900	0.2007872912	6.983986859
901	0.2004572359	6.975477593
902	0.2002168209	6.958626099
903	0.1996892919	6.947196915
904	0.1989538707	6.926296055
905	0.1986376172	6.91457664
906	0.1980768721	6.904666749
907	0.1984312201	6.889413553
908	0.1982684201	6.87273571
909	0.1979236899	6.863668326
910	0.1977061286	6.857800696
911	0.1964600196	6.834037751
912	0.1962908751	6.827474405
913	0.1961338076	6.803954418
914	0.1956443648	6.795164464
915	0.1951532588	6.784322159
916	0.1944287381	6.760606262
917	0.1944141899	6.745186648
918	0.1940530034	6.736843709
919	0.1937092557	6.726646157
920	0.1928326145	6.707384004
921	0.1931107522	6.688545792
922	0.1926340556	6.671894617
923	0.191879839	6.651029816
924	0.1912572286	6.64055237
925	0.1908476726	6.620629464
926	0.1897758711	6.605919302
927	0.1893521033	6.589341868
928	0.1889209907	6.579678583
929	0.1885660829	6.566067311
930	0.1881885965	6.549163589
931	0.1876913661	6.532705423
932	0.1875496236	6.520897317
933	0.1872439258	6.510865351
934	0.1874259896	6.4975334
935	0.1870429176	6.485885993
936	0.1872141707	6.471286091
937	0.1870278039	6.459051822
938	0.1867333958	6.446301681
939	0.1859739024	6.429122924
940	0.1856487745	6.410486532
941	0.184797427	6.387857762
942	0.1848127466	6.375349055
943	0.1845236427	6.360045677
944	0.1842213036	6.338653457
945	0.1836419991	6.327952962
946	0.1836007144	6.321285673
947	0.1829773366	6.306332586
948	0.182627034	6.301609229
949	0.181791799	6.280482987
950	0.1809186168	6.24559086
951	0.1805837028	6.231078563
952	0.1798263682	6.2180289
953	0.1796583808	6.203714349
954	0.179041262	6.192646461
